x	y
0.108597285067873	0.699646643109541
0.113122171945701	0.704946996466431
0.115384615384615	0.708480565371025
0.122171945701357	0.713780918727915
0.124434389140272	0.717314487632509
0.128959276018100	0.720848056537102
0.133484162895928	0.720848056537102
0.138009049773756	0.720848056537102
0.142533936651584	0.719081272084806
0.149321266968326	0.713780918727915
0.153846153846154	0.708480565371025
0.160633484162896	0.703180212014134
0.165158371040724	0.701413427561837
0.171945701357466	0.701413427561837
0.174208144796380	0.701413427561837
0.180995475113122	0.704946996466431
0.185520361990950	0.710247349823322
0.192307692307692	0.713780918727915
0.199095022624434	0.717314487632509
0.205882352941176	0.717314487632509
0.210407239819005	0.717314487632509
0.214932126696833	0.713780918727915
0.217194570135747	0.712014134275618
0.226244343891403	0.706713780918728
0.235294117647059	0.704946996466431
0.237556561085973	0.706713780918728
0.242081447963801	0.708480565371025
0.246606334841629	0.712014134275618
0.251131221719457	0.713780918727915
0.255656108597285	0.719081272084806
0.260180995475113	0.724381625441696
0.264705882352941	0.724381625441696
0.271493212669683	0.720848056537102
0.278280542986425	0.717314487632509
0.280542986425339	0.712014134275618
0.285067873303167	0.708480565371025
0.289592760180996	0.706713780918728
0.294117647058824	0.704946996466431
0.300904977375566	0.704946996466431
0.307692307692308	0.708480565371025
0.314479638009050	0.712014134275618
0.319004524886878	0.715547703180212
0.319004524886878	0.717314487632509
0.323529411764706	0.722614840989399
0.328054298642534	0.724381625441696
0.334841628959276	0.726148409893993
0.339366515837104	0.724381625441696
0.346153846153846	0.722614840989399
0.350678733031674	0.719081272084806
0.355203619909502	0.715547703180212
0.361990950226244	0.713780918727915
0.364253393665158	0.713780918727915
0.368778280542986	0.713780918727915
0.373303167420814	0.715547703180212
0.377828054298643	0.717314487632509
0.382352941176471	0.719081272084806
0.384615384615385	0.719081272084806
0.389140271493213	0.719081272084806
0.395927601809955	0.717314487632509
0.398190045248869	0.715547703180212
0.407239819004525	0.715547703180212
0.409502262443439	0.715547703180212
0.411764705882353	0.715547703180212
0.416289592760181	0.717314487632509
0.418552036199095	0.719081272084806
0.420814479638009	0.719081272084806
0.425339366515837	0.722614840989399
0.429864253393665	0.727915194346290
0.438914027149321	0.733215547703180
0.441176470588235	0.733215547703180
0.445701357466063	0.731448763250883
0.450226244343891	0.729681978798587
0.452488687782805	0.726148409893993
0.457013574660633	0.722614840989399
0.459276018099547	0.720848056537102
0.463800904977376	0.717314487632509
0.466063348416290	0.715547703180212
0.470588235294118	0.713780918727915
0.472850678733032	0.713780918727915
0.475113122171946	0.713780918727915
0.477375565610860	0.713780918727915
0.481900452488688	0.715547703180212
0.484162895927602	0.715547703180212
0.486425339366516	0.717314487632509
0.493212669683258	0.719081272084806
0.497737556561086	0.720848056537102
0.500000000000000	0.724381625441696
0.502262443438914	0.726148409893993
0.504524886877828	0.727915194346290
0.509049773755656	0.729681978798587
0.511312217194570	0.731448763250883
0.515837104072398	0.731448763250883
0.520361990950226	0.731448763250883
0.524886877828054	0.729681978798587
0.531674208144796	0.727915194346290
0.536199095022624	0.726148409893993
0.538461538461538	0.724381625441696
0.540723981900452	0.722614840989399
0.545248868778280	0.722614840989399
0.554298642533937	0.724381625441696
0.558823529411765	0.724381625441696
0.565610859728507	0.726148409893993
0.567873303167421	0.727915194346290
0.572398190045249	0.729681978798587
0.574660633484163	0.729681978798587
0.583710407239819	0.727915194346290
0.590497737556561	0.724381625441696
0.592760180995475	0.720848056537102
0.595022624434389	0.719081272084806
0.597285067873303	0.715547703180212
0.604072398190045	0.713780918727915
0.608597285067873	0.713780918727915
0.613876319758673	0.720259128386337
0.622423328305681	0.724970553592462
0.624685771744595	0.729485669414998
0.631473102061337	0.730074597565764
0.639265962795375	0.727326266195524
0.647812971342383	0.721829603455045
0.655103066867773	0.715547703180212
0.660382101558572	0.709854731056144
0.665409753645048	0.704946996466431
0.672448466566114	0.709069493521790
0.678733031674208	0.715744012563801
0.682755153343389	0.721240675304280
0.690548014077426	0.725952100510404
0.696832579185520	0.727129956811936
0.705630970336853	0.724381625441696
0.712669683257919	0.719473890851983
0.717445952740070	0.715547703180212
0.722724987430870	0.710639968590499
0.729009552538964	0.711228896741264
0.736551030668678	0.713584609344327
0.741578682755153	0.716136631330978
0.746606334841629	0.720848056537102
0.751131221719457	0.722614840989399
0.757918552036199	0.722614840989399
0.760180995475113	0.720848056537102
0.764705882352941	0.719081272084806
0.769230769230769	0.715547703180212
0.771493212669683	0.713780918727915
0.773755656108597	0.710247349823322
0.776018099547511	0.710247349823322
